gl,account,code,count,source,conflicts
4469,4469 Renters Insurance Non-compliance fee,oi,5,"David - (Kingsville, TX) - Hawk's Landing Apartments",
4469,4469 Renters Insurance Noncompliance Fee,oi,2,"Guillermo - (Bryan, TX) - West University Gardens",
4469,4469 Renters Insurance Premium,oi,13,"Paul - (Corsicana, TX) - Northwood Village Apartments",
4470,4470 Internet & Cable,oi,2,"Greg - (Garland, TX) - Villa Placita",
44700,44700 - Model Units,nr,2,"Dylan - (Houston, TX) - Corridor at Westchase",
44700,44700 Transfer Fees,oi,2,"David - (Waco, TX) - Eleven06 on 35",
4471,4471 Non-refundable Security Deposits,oi,2,"- (Garland, TX) - Colonial",
4471,4471 Relet Fee,oi,3,"Paul - (Corsicana, TX) - Northwood Village Apartments",
4471,4471 Renters Liability Insurance,oi,2,"Greg - (San Antonio, TX ) - Lodge at Timberhill",
4474,4474 Risk Fee Income,oi,3,"Paul - (Corsicana, TX) - Northwood Village Apartments",
4475,4475 Security Deposit Forfeiture,oi,10,"Yonnic - (Mount Pleasant, TX) - Shady Oaks",
44750,44750 Utility Billing Fee,ro,2,"David - (Waco, TX) - Eleven06 on 35",
4476,4476 Resident Liability Fee,oi,2,"Greg - (San Antonio, TX ) - Lodge at Timberhill",
4480,4480 New Late Charge,oi,6,"Yonnic - (Houston, TX) - Fall Lakes",
4480,4480 Pet Rent,oi,2,"Greg - (Garland, TX) - Villa Placita",
44800,44800 Key & Lock Charges,oi,2,"David - (Waco, TX) - Eleven06 on 35",
4485,4485 Transfer Fees,oi,25,"Paul - (Corsicana, TX) - Northwood Village Apartments",
44850,44850 Attorney / Court Fees,oi,2,"David - (Waco, TX) - Eleven06 on 35",
44855,44855 Evictions Income,oi,2,"David - (Waco, TX) - Eleven06 on 35",
4486,4486 Lease Violation,oi,2,"Yonnic -  (Waco, TX) - West Campus Lofts",
4487,4487 Utility Administration Fee,rw,26,"Paul - (Corsicana, TX) - Northwood Village Apartments",4xoi; 2xro
4487,4487 Utility Billing Fee,oi,2,"Yonnic - (Sulphur Springs, TX) - The Choir",
4488,4488 Eletric Revenue / Commissions,oi,4,"Greg - (Garland, TX) - Casa Del Mar",
4488,4488 Vacant Electric Fee,ro,2,"Bryce - (San Antonio, TX) - Broadstone Collonade",
44880,44880 Violations,oi,2,"David - (Waco, TX) - Eleven06 on 35",
4489,4489 Package Fee,oi,3,"Paul - (Corsicana, TX) - Northwood Village Apartments",
44890,44890 Renters Insurance Premium,oi,2,"David - (Waco, TX) - Eleven06 on 35",
44893,44893 Credit Builder Income,oi,2,"David - (Waco, TX) - Eleven06 on 35",
44894,44894 Rent Reporting,oi,2,"David - (Waco, TX) - Eleven06 on 35",
44897,44897 Claims,oi,2,"David - (Waco, TX) - Eleven06 on 35",
4490,4490 Vending Machine Income,oi,14,"Greg - (Lewisville, TX) - Mason on Main",
44900,44900 Miscellaneous Income,oi,2,"David - (Waco, TX) - Eleven06 on 35",
4491,4491 Utility Package,oi,2,"Yonnic - (Nacogdoches, TX) - The Colonial",
4492,4492 Forfeited Security Deposit,oi,2,"Guillermo - (Bryan, TX) - West University Gardens",
44923,44923 Lease Violation Fee,oi,2,"David - (Waco, TX) - Eleven06 on 35",
4493,4493 Forfeited Holding Fee,oi,2,"Guillermo - (Bryan, TX) - West University Gardens",
4495,4495 Risk fee,oi,2,"Greg - (Garland, TX) - Casa Del Mar",
4497,4497 Amenity Package,oi,2,"Guillermo - (Bryan, TX) - West University Gardens",
4498,4498 Miscellaneous Income,oi,25,"Paul - (Corsicana, TX) - Northwood Village Apartments",
4499,4499 Parking Standard,oi,2,"Yonnic -  (Waco, TX) - West Campus Lofts",
4500,4500 Carport / Reserved Parking Income,oi,2,"Yonnic -  (Waco, TX) - West Campus Lofts",
4500,4500 Lease Termination Charges,oi,2,"Guillermo - (Dallas, TX) - Casa Bonita",
45000000,45000000 Unallocated Prepays,r,7,"Greg - (Balch Springs, TX ) - Autumn Run Apartments",2xnr; 1xbd
45010,45010 - Concessions,nr,4,"Danny - (Dallas, TX) - Magnolia on Gaston",
45020,45020 - Vacancy Loss,v,8,"Dylan - (Dallas, TX) - Principal Residences",
45030,45030 - Down Units,nr,4,"Dylan - (Dallas, TX) - Principal Residences",
45040-,45040- Bed Debit Co Nam,bd,2,"Danny - (Dallas, TX) - Magnolia on Gaston",
4505,4505 Administrative Fees,oi,2,"Dylan - (Arlington, TX) - Sweet Redemption",
4505,4505 Month to Month Fees,oi,2,Guillermo - (Baton Rouge) - Eden Point,
4505,4505 RUBS - Water,rw,2,"Greg - (Houston, TX) - Hidden Park",
45050,45050  Bad Debt Wdte-Ot,bd,2,"Danny - (Dallas, TX) - Magnolia on Gaston",
45050,45050 - Bad Debt Write-Off,bd,6,"Dylan - (Dallas, TX) - Principal Residences",
45051,45051 - Bad Debt Wits-011- Other,bd,2,"Danny - (Dallas, TX) - Magnolia on Gaston",
45051,45051 - Bad Debt Write-Off - Other,bd,6,"Dylan - (Dallas, TX) - Principal Residences",
4507,4507 Water & Sewer Reimbursable,rw,2,"Emilio - (Balch Springs, TX) - The Elinor on Elam",
45090,45090 - Employee Unit Rent Credit,nr,2,"Greg - (Roanoke, TX) - Magnolia on Oak",
4510,4510 Application Fees,oi,5,"Dylan - (Fort Worth, TX) - Woods of Eastchase",
4510,4510 Carport / Reserved Parking Income,oi,30,"Paul - (Corsicana, TX) - Northwood Village Apartments",
4510,4510 Cleaning Fees,oi,2,Guillermo - (Baton Rouge) - Eden Point,
4510,4510 Locks and Keys,oi,6,"Yonnic - (Houston, TX) - Fall Lakes",
4510,4510 Parking Fees,oi,2,"Bryce - (San Antonio, TX) - Broadstone Collonade",
4510,4510 Reserved Parking,oi,2,"Guillermo - (Bryan, TX) - West University Gardens",
4510,4510 Reserved Parking Income,oi,2,"Greg - (San Antonio, TX ) - Lodge at Timberhill",
4510,4510 Trash Reimbursable,rt,2,"Emilio - (Balch Springs, TX) - The Elinor on Elam",
4510.000,4510.000 VACANCY LOSS,v,2,"Greg- (Arlington, TX) - Pine Ridge Apartments",
4511,4511 Waived / Conc. Carport / Reserved Income,oi,2,"Chase - (Garland, TX) - Jupiter Place",
4515,4515 Application Fees,oi,2,"Dylan - (Arlington, TX) - Sweet Redemption",
4515,4515 CAM Fee,ro,2,Guillermo - (Baton Rouge) - Eden Point,"recoded from 'oi' (standardized to majority ({'ro': 4, 'oi': 2}))"
4516,4516 Lease Violation Fees,oi,1,"Jon - (Sherman, TX) - Northridge Villas",
4520,4520 Covered Parking,oi,2,"Greg - (San Antonio, TX ) - Lodge at Timberhill",
4520,4520 Garage Rental,oi,2,"Bryce - (San Antonio, TX) - Broadstone Collonade",
4520,4520 Lease Termination Fee,oi,3,"Bryce - (Mineral Wells, TX) - The Dalton",
4520,4520 Miscellaneous Inc,oi,2,"Yonnic - (Houston, TX) - Fall Lakes",
4520,4520 Miscellaneous Income,oi,2,"Guillermo - (Dallas, TX) - Casa Bonita",
4520,4520 RUBS - Gas,ro,2,"Greg - (Houston, TX) - Hidden Park",
4525,4525 Bad Debt Recovery,bd,5,"Dylan - (Fort Worth, TX) - Woods of Eastchase",
4525,4525 RUBS - Trash,rt,5,"Greg - (Houston, TX) - Hidden Park",
4530,4530 Month to Month F,oi,2,"Yonnic - (Houston, TX) - Fall Lakes",
4530,4530 Month To Month Fees,oi,2,"Guillermo - (Dallas, TX) - Casa Bonita",
4530,4530 Reletting Fee,oi,3,"Bryce - (Mineral Wells, TX) - The Dalton",
4530,4530 RUBS - Pest Control,ro,5,"Greg - (Houston, TX) - Hidden Park",
4530,4530 Storage Space Income,oi,21,"Chase - (Garland, TX) - Jupiter Place",
4531,4531 Lease Violation F,oi,2,"Yonnic - (Houston, TX) - Fall Lakes",
4532,4532 - Pet Income,oi,2,"Paul - (West Colombia, TX) - Whispering Pines",
4532,4532 Pet Monthly Rent,oi,2,"Yonnic - (Sulphur Springs, TX) - The Choir",
4532,4532 Reletting Charg,oi,2,"Greg - (San Antonio, TX ) - Lodge at Timberhill",
4532,4532 Security Risk Fee,oi,5,"David - (Kingsville, TX) - Hawk's Landing Apartments",
4532,4532 Utility Bill Back - Flat Rate,ro,2,"- (Garland, TX) - Colonial",
4532,4532 Vending Commissions,oi,2,"Bryce - (San Antonio, TX) - Broadstone Collonade",
4534,4534 Credit Builder Income,oi,2,"Bryce - (San Antonio, TX) - Broadstone Collonade",
4534,4534 Deposit Waiver,oi,2,"Greg - (San Antonio, TX ) - Lodge at Timberhill",
4535,4535 Credit Builder,oi,2,"Dylan - (Arlington, TX) - Sweet Redemption",
4535,4535 Eviction Fees,oi,5,"Dylan - (Fort Worth, TX) - Woods of Eastchase",
4535,4535 Pet Deposit,oi,2,"Yonnic - (Sulphur Springs, TX) - The Choir",
4535.000,4535.000 LESS: CONCESSIONS,nr,2,"Greg- (Arlington, TX) - Pine Ridge Apartments",
4536,4536 Pet Fee,oi,2,"Yonnic - (Sulphur Springs, TX) - The Choir",
4540,4540 Deposit Forfeit,oi,2,"Dylan - (Arlington, TX) - Sweet Redemption",
4540,4540 Forfeited Sec. Deposits,oi,2,Guillermo - (Baton Rouge) - Eden Point,
4540,4540 Late Charges,oi,5,"Dylan - (Fort Worth, TX) - Woods of Eastchase",
4540,4540 NSF Charges,oi,6,"Yonnic - (Houston, TX) - Fall Lakes",
4540.000,4540.000 ONE-TIME SPECIAL OR ALLOWANCE,nr,2,"Greg- (Arlington, TX) - Pine Ridge Apartments",
4545,4545 Risk Fee,oi,4,"Yonnic - (Houston, TX) - Fall Lakes",
4550,4550 NSF Charges,oi,5,"Dylan - (Fort Worth, TX) - Woods of Eastchase",
4550,4550 Parking Income,oi,4,"Yonnic - (Houston, TX) - Fall Lakes",
4555,4555 Month-to-Month Premiums,oi,5,"Dylan - (Fort Worth, TX) - Woods of Eastchase",
4560,4560 Credit Builder,oi,6,"Yonnic - (Sulphur Springs, TX) - The Choir",
4560,4560 Credit Builder Income,oi,8,"Yonnic - (Mount Pleasant, TX) - Shady Oaks",
4560,4560 Late Charges,oi,4,"Dylan - (Arlington, TX) - Sweet Redemption",
4560,4560 Pet Charges,oi,6,"Yonnic - (Houston, TX) - Fall Lakes",
4564,4564 Alarm Fee,oi,2,"Yonnic - (Houston, TX) - Fall Lakes",
4565,4565 Other Revenue,oi,2,Guillermo - (Baton Rouge) - Eden Point,
4565,4565 Pest Control Fees,oi,6,"Yonnic - (Houston, TX) - Fall Lakes",
4566,4566 Valet Trash Servi,oi,2,"Yonnic - (Houston, TX) - Fall Lakes",
4569,4569 Garage Income,oi,2,"Emilio - (Cedar Hill, TX) - S C Crossing",
4570,4570 Application Revenue,oi,2,Guillermo - (Baton Rouge) - Eden Point,
4570,4570 Eviction Filing Fees,oi,2,"Yonnic - (Sulphur Springs, TX) - The Choir",
4570,4570 Lease Termination Fee,oi,2,"Dylan - (Arlington, TX) - Sweet Redemption",
4570.000,4570.000 RESIDENT REFERRAL,nr,2,"Greg- (Arlington, TX) - Pine Ridge Apartments",
4571,4571 Convenience Fee,oi,2,"Yonnic - (Mount Pleasant, TX) - Shady Oaks",
4571,4571 Lease Violation,oi,2,"Yonnic - (Sulphur Springs, TX) - The Choir",
4572,4572 Renters Insurance,oi,4,"Yonnic - (Houston, TX) - Fall Lakes",
4573,4573 Lease Violation,oi,2,"Yonnic - (Mount Pleasant, TX) - Shady Oaks",
4575,4575 Damages Revenue,oi,2,Guillermo - (Baton Rouge) - Eden Point,
4580,4580 Convenience Fee,oi,2,"Yonnic - (Sulphur Springs, TX) - The Choir",
4580,4580 Month-to-Month Prem.,oi,2,"Dylan - (Arlington, TX) - Sweet Redemption",
4580,4580 NSF Check Fees,oi,2,Guillermo - (Baton Rouge) - Eden Point,
4580.000,4580.000 REFUNDED / DENIED RENT RETURNED,nr,2,"Greg- (Arlington, TX) - Pine Ridge Apartments",
4583,4583 Attorney/Court Fe,oi,2,"Yonnic - (Houston, TX) - Fall Lakes",
4583,4583 Attorney/Court Fees,oi,2,"Guillermo - (Dallas, TX) - Casa Bonita",
4585,4585 Admin Fees,oi,6,"Yonnic - (Houston, TX) - Fall Lakes",
4585,4585 Lease Termination Revenue,oi,2,Guillermo - (Baton Rouge) - Eden Point,
4585,4585 NSF Charges,oi,2,"Dylan - (Arlington, TX) - Sweet Redemption",
4590,4590 Pet Fee,oi,2,"Dylan - (Arlington, TX) - Sweet Redemption",
4590,4590 Pet Fees,oi,2,Guillermo - (Baton Rouge) - Eden Point,
4590,4590 Utility Income,rw,2,"Yonnic - (Houston, TX) - Fall Lakes","recoded from 'ro' (standardized to majority ({'rw': 17, 'ro': 4}))"
4591,4591 Utilities - Electric,ro,6,"Yonnic - (Houston, TX) - Fall Lakes",
4592,4592 Utilities - Water &,rw,4,"Yonnic - (Houston, TX) - Fall Lakes",
4592,4592 Utilities - Water & Sewer,rw,2,"Guillermo - (Dallas, TX) - Casa Bonita",
4593,4593 Utilities - Trash,rt,6,"Yonnic - (Houston, TX) - Fall Lakes",1xoi
4595,4595 Reletting Fee,oi,2,"Dylan - (Arlington, TX) - Sweet Redemption",
4595,4595 Reserved Parking,oi,5,"Dylan - (Fort Worth, TX) - Woods of Eastchase",
4595,4595 Vacant Cost Recovery,oi,2,Guillermo - (Baton Rouge) - Eden Point,
4600,4600 Resident Damage,oi,2,"Dylan - (Arlington, TX) - Sweet Redemption",
46005,46005 - Administrative Fee,oi,6,"Dylan - (Dallas, TX) - Principal Residences",
46005,46005 - Admirdstrative Fee,oi,2,"Danny - (Dallas, TX) - Magnolia on Gaston",
46010,46010 - Application Fee,oi,6,"Dylan - (Dallas, TX) - Principal Residences",
46020,46020 - Damages Charged to Residents,oi,6,"Dylan - (Dallas, TX) - Principal Residences",
46023,46023 - Paint Reimbursement,oi,6,"Dylan - (Dallas, TX) - Principal Residences",
46030,46030 - Early Termination Fee,oi,6,"Dylan - (Dallas, TX) - Principal Residences",
46056,46056 - Deposit Insurance Premium,oi,6,"Dylan - (Dallas, TX) - Principal Residences",
46057,46057 - AssetProtect,oi,6,"Dylan - (Dallas, TX) - Principal Residences",
46060,"46060 - Keys, Locks, Lock Changes",oi,4,"Dylan - (Dallas, TX) - Principal Residences",
46070,46070 - Late Fees,oi,6,"Dylan - (Dallas, TX) - Principal Residences",
4609,4609 - Pet Rent & Fees,oi,2,"Guillermo - (Lubbock, TX) - The Boulders at Lakeridge",
46090,46090 - Misc Property Income,oi,2,"Greg - (Roanoke, TX) - Magnolia on Oak",
4610,4610 Laundry Income,oi,2,Guillermo - (Baton Rouge) - Eden Point,
4610,4610 - Sewer Reimbursement,rw,2,"Guillermo - (Lubbock, TX) - The Boulders at Lakeridge",
46100,46100 - Electricity Income,ro,2,"Dylan - (Houston, TX) - Corridor at Westchase",
46100,46100 - Telecom Royals,oi,2,"Danny - (Dallas, TX) - Magnolia on Gaston",
46110,46110 - NSF Fee,oi,6,"Dylan - (Dallas, TX) - Principal Residences",
46115,46115 - Eviction Charge / Legal Fees,oi,4,"Dylan - (Dallas, TX) - Principal Residences",
4612,4612 - Trash Reimbursement,rt,2,"Guillermo - (Lubbock, TX) - The Boulders at Lakeridge",
46120,46120 - Other Referral Fees,oi,4,"Dylan - (Dallas, TX) - Principal Residences",
4613,4613 - Water Reimbursement,rw,2,"Guillermo - (Lubbock, TX) - The Boulders at Lakeridge",
46130,46130 - Convenience Package,oi,6,"Dylan - (Dallas, TX) - Principal Residences",
46140,46140 - Pet Fees (one-time),oi,6,"Dylan - (Dallas, TX) - Principal Residences",
46141,46141 - Pet Rent (monthly),oi,6,"Dylan - (Dallas, TX) - Principal Residences",
46141-,46141- PM Rent (mor60),oi,2,"Danny - (Dallas, TX) - Magnolia on Gaston",
4615,4615 Locks/Key Income,oi,4,"Dylan - (Fort Worth, TX) - Woods of Eastchase",
4615,4615 Parking Fees (All),oi,2,"Dylan - (Arlington, TX) - Sweet Redemption",
4615-,4615- Electric Reimbursement,ro,2,"Guillermo - (Lubbock, TX) - The Boulders at Lakeridge",
46150,46150 - Rent Track Referral Income,oi,2,"Greg - (Roanoke, TX) - Magnolia on Oak",
46150,46150 - Rer4 Track Referral Income,oi,2,"Danny - (Dallas, TX) - Magnolia on Gaston",
46160,46160 - Telecom Royalty,oi,2,"Greg - (Roanoke, TX) - Magnolia on Oak",
4617,4617 Parking Badge,oi,2,"Dylan - (Arlington, TX) - Sweet Redemption",
4617,4617 - Parking Fees,oi,2,"Guillermo - (Lubbock, TX) - The Boulders at Lakeridge",
4620,4620 Income Past Tenants,oi,2,Guillermo - (Baton Rouge) - Eden Point,
4620,4620 Pet Fees,oi,5,"Dylan - (Fort Worth, TX) - Woods of Eastchase",
46200,46200 - Gas Income,ro,2,"Dylan - (Houston, TX) - Corridor at Westchase",
46200,46200 - Water / Sewer Reimbursement,rw,6,"Dylan - (Dallas, TX) - Principal Residences",
46220,46220 - EleCtdc Reimbursement,ro,2,"Danny - (Dallas, TX) - Magnolia on Gaston",
46220,46220 - Electric Reimbursement,ro,4,"Dylan - (Dallas, TX) - Principal Residences",
4625,4625 Pet Rent,oi,1,"Jon - (Sherman, TX) - Northridge Villas",
4630,4630 - Application Fees,oi,2,"Guillermo - (Lubbock, TX) - The Boulders at Lakeridge",
4630,4630 Court Costs Recovered,oi,2,Guillermo - (Baton Rouge) - Eden Point,
4630,4630 Resident Damages,oi,5,"Dylan - (Fort Worth, TX) - Woods of Eastchase",
46300,46300 - Pest Control Income,oi,2,"Dylan - (Houston, TX) - Corridor at Westchase","recoded from 'ro' (standardized to majority ({'oi': 37, 'ro': 4}))"
4631,4631 Trash Out,rt,1,"Jon - (Sherman, TX) - Northridge Villas",
4632,4632 Cleaning,oi,1,"Jon - (Sherman, TX) - Northridge Villas",
4635,4635 Transfer Fees,oi,7,"Dylan - (Fort Worth, TX) - Woods of Eastchase",
4640,4640 Cable Income,ro,2,Guillermo - (Baton Rouge) - Eden Point,"recoded from 'oi' (standardized to majority ({'ro': 11, 'oi': 7}))"
4640,4640 - Returned Check Fees,oi,2,"Guillermo - (Lubbock, TX) - The Boulders at Lakeridge",
4640,4640 Washer/Dryer Rental,oi,1,"Jon - (Sherman, TX) - Northridge Villas",
46400,46400 - Trash Reimbursement Income,rt,2,"Dylan - (Houston, TX) - Corridor at Westchase",
4645,4645 - Administrative Fees,oi,2,"Guillermo - (Lubbock, TX) - The Boulders at Lakeridge",
4650,4650 - Late Fees,oi,2,"Guillermo - (Lubbock, TX) - The Boulders at Lakeridge",
4650,4650 Renters Insurance Revenue,oi,2,Guillermo - (Baton Rouge) - Eden Point,
4655,4655 - Month to Month Rent Fees,oi,2,"Guillermo - (Lubbock, TX) - The Boulders at Lakeridge",
4660,4660 - Laundry Room Income,oi,2,"Guillermo - (Lubbock, TX) - The Boulders at Lakeridge",
4660,4660 Storage,oi,1,"Jon - (Sherman, TX) - Northridge Villas",
4661,4661 - Eviction Fee,oi,2,"Guillermo - (Lubbock, TX) - The Boulders at Lakeridge",
4662,4662 - Reletting Fees,oi,2,"Guillermo - (Lubbock, TX) - The Boulders at Lakeridge",
4663,4663 - Accelerated Rent Fees,oi,2,"Guillermo - (Lubbock, TX) - The Boulders at Lakeridge",
4670,4670 Cable Income,ro,1,"Jon - (Sherman, TX) - Northridge Villas",
4670,4670 - Deposit Forfeit,oi,2,"Guillermo - (Lubbock, TX) - The Boulders at Lakeridge",
46700,46700 - Water/Sewer Income,rw,2,"Dylan - (Houston, TX) - Corridor at Westchase",
4680,4680 - Misc/Other Income,oi,2,"Guillermo - (Lubbock, TX) - The Boulders at Lakeridge",
4680,4680 Water Rebill,rw,1,"Jon - (Sherman, TX) - Northridge Villas",
4680,4680 Water Rebill Reimbursement,rw,4,"Dylan - (Fort Worth, TX) - Woods of Eastchase",
46800,46800 - Rubs Billing Fee,ro,2,"Dylan - (Houston, TX) - Corridor at Westchase",
4685,4685 - Damages and Other Tenant Charges,oi,2,"Guillermo - (Lubbock, TX) - The Boulders at Lakeridge",
4685,4685 Electric Rebill,ro,1,"Jon - (Sherman, TX) - Northridge Villas",
4685,4685 Electric Rebill Reimbursement,ro,2,"Bryce - (Mineral Wells, TX) - The Dalton",
4686,4686 Trash Rebill,rt,1,"Jon - (Sherman, TX) - Northridge Villas",
4686,4686 Trash Rebill Reimbursement,rt,4,"Dylan - (Fort Worth, TX) - Woods of Eastchase",
4687,4687 All Bills Paid Income,ro,4,"Dylan - (Fort Worth, TX) - Woods of Eastchase",
4688,4688 Pest Control Rebill,ro,5,"Dylan - (Fort Worth, TX) - Woods of Eastchase",2xoi
4689,4689 Credit Builder,oi,1,"Jon - (Sherman, TX) - Northridge Villas",
4690,4690 - Bad Debt Recovery/Collections,bd,2,"Guillermo - (Lubbock, TX) - The Boulders at Lakeridge",
4696,4696 CAM Fees,oi,2,"Dylan - (Arlington, TX) - Sweet Redemption",
4697,4697 Bad Debt Writeoff,bd,2,"Dylan - (Arlington, TX) - Sweet Redemption",
4699,4699 Miscellaneous Income,oi,2,"Dylan - (Arlington, TX) - Sweet Redemption",
4700,4700 Prepaid Income,oi,2,"Emilio - (Arlington, TX) - Chalet Apartments",
4700,4700 Unallocated Prepays,r,2,"Jon - (Anadarko, OK) - The Crossings in Anadarko","recoded from 'bd' (standardized to majority ({'r': 7, 'bd': 4}))"
4705,4705 - Bad Debt Expense - Uncollected Rent,bd,2,"Guillermo - (Lubbock, TX) - The Boulders at Lakeridge",
4710,4710 Administrative Fee,oi,4,"Dylan - (Fort Worth, TX) - Woods of Eastchase",
4710,4710 Administrative Fees,oi,1,"Jon - (Sherman, TX) - Northridge Villas",
4710-0000,4710-0000 Less: Concessions,nr,4,"Danny - (Arlington, TX) - The Sherry",
4713,4713 - Bad Debt Expense-Water (Tennant),bd,2,"Guillermo - (Lubbock, TX) - The Boulders at Lakeridge",
4715,4715 Risk Fee,oi,5,"Dylan - (Fort Worth, TX) - Woods of Eastchase",
4720,4720 Laundry Income,oi,5,"Dylan - (Fort Worth, TX) - Woods of Eastchase",
4720-0000,4720-0000 Less: Delinquency,bd,2,"Danny - (Arlington, TX) - The Sherry",
4730,4730 Vending Machines,oi,1,"Jon - (Sherman, TX) - Northridge Villas",
4730-0000,4730-0000 Less: Vacancy,v,4,"Danny - (Arlington, TX) - The Sherry",
4735,4735 Utility Commission,oi,4,"Dylan - (Fort Worth, TX) - Woods of Eastchase",1xro
4735,4735 Utility Fee Rebill,oi,1,"Jon - (Sherman, TX) - Northridge Villas",
4740-0000,4740-0000 Less: Models,nr,4,"Danny - (Arlington, TX) - The Sherry",
4750,4750 - Bad Debt Expense-Late Fees,bd,2,"Guillermo - (Lubbock, TX) - The Boulders at Lakeridge",
4750,4750 Interest Income Property,oi,1,"Jon - (Sherman, TX) - Northridge Villas",
4750-0000,4750-0000 Less: Down,bd,4,"Danny - (Arlington, TX) - The Sherry",1xnr
4750-0001,4750-0001 Natural Disaster Down Units,nr,2,"Danny - (Arlington, TX) - The Sherry",
4755,4755 - Bad Debt Expense-Month to Month Rent,bd,2,"Guillermo - (Lubbock, TX) - The Boulders at Lakeridge",
4755,4755 Reserved Parking,oi,2,"Greg -  (Garland, TX) - Meadowlark Apartments",
4755-0000,4755-0000 Less: Admin Unit,nr,2,"Danny - (San Antonio, TX) - Villas de Sendero",
4760,4760 Miscellaneous Income,oi,3,"Bryce - (Mineral Wells, TX) - The Dalton",
4760-0000,4760-0000 Less: Employee Unit,nr,4,"Danny - (Arlington, TX) - The Sherry",
4760-0010,4760-0010 Less: Coupons/Discounts,nr,2,"Danny - (San Antonio, TX) - Villas de Sendero",
4761,4761 - Bad Debt Expense-Eviction Charges,bd,2,"Guillermo - (Lubbock, TX) - The Boulders at Lakeridge",
4762,4762 - Bad Debt Expense-Relet Fees,bd,2,"Guillermo - (Lubbock, TX) - The Boulders at Lakeridge",
4763,4763 - Bad Debt Expense - Accelerated Rent Fees,bd,2,"Guillermo - (Lubbock, TX) - The Boulders at Lakeridge",
4765,4765 Application Fee,oi,2,"Greg -  (Garland, TX) - Meadowlark Apartments",
4785,4785 Administrative Fee,oi,2,"Greg -  (Garland, TX) - Meadowlark Apartments",
4785,4785 - Bad Debt Expense - Damages,bd,2,"Guillermo - (Lubbock, TX) - The Boulders at Lakeridge",
4805,4805 Internet & Cable,oi,2,"Greg -  (Garland, TX) - Meadowlark Apartments","recoded from 'ro' (standardized to majority ({'oi': 2, 'ro': 2}))"
48050,48050 - Administrative Fees,oi,2,"Dylan - (Houston, TX) - Corridor at Westchase",
48058-,48058- Deposit Inswing Prantall,oi,2,"Danny - (Dallas, TX) - Magnolia on Gaston",
4810-0000,4810-0000 Plus: Prepaid Rent,nr,2,"Danny - (Arlington, TX) - The Sherry",
4810.000,4810.000 LATE CHARGES,oi,2,"Greg- (Arlington, TX) - Pine Ridge Apartments",
4810.0000,4810.0000 - Other Operating Income,oi,2,"Bryce - (Houston, TX) - Fairfield Cove",
4810.0002,4810.0002 - Administration Fees,oi,4,"Bryce - (Houston, TX) - The Lofts at 3402",
4810.0003,4810.0003 - Application Fees,oi,4,"Bryce - (Houston, TX) - The Lofts at 3402",
4810.0006,4810.0006 - Damage/Cleaning Charges,oi,4,"Bryce - (Houston, TX) - The Lofts at 3402",
4810.0008,4810.0008 - Eviction Chargeback Fees,oi,4,"Bryce - (Houston, TX) - The Lofts at 3402",
4810.0009,4810.0009 - Late Fees,oi,4,"Bryce - (Houston, TX) - The Lofts at 3402",
4810.0011,4810.0011 - Month-To-Month Premium,oi,4,"Bryce - (Houston, TX) - The Lofts at 3402",
4810.0012,4810.0012 - Nsf Fee,oi,4,"Bryce - (Houston, TX) - The Lofts at 3402",
4810.0013,4810.0013 - Pest Control Income,oi,4,"Bryce - (Houston, TX) - The Lofts at 3402",
4810.0014,4810.0014 - Pet Fee Income,oi,4,"Bryce - (Houston, TX) - The Lofts at 3402",
4810.0015,4810.0015 - Pet Rent,oi,4,"Bryce - (Houston, TX) - The Lofts at 3402",
4810.0016,4810.0016 - Reserved Parking Income,oi,4,"Bryce - (Houston, TX) - The Lofts at 3402",
4810.0017,4810.0017 - Resident Elecric Chargeback,ro,4,"Bryce - (Houston, TX) - The Lofts at 3402",1xoi
4810.0018,4810.0018 - Resident Gas Chargeback,ro,4,"Bryce - (Houston, TX) - The Lofts at 3402",1xoi
4810.0019,4810.0019 - Resident Trash Chargeback,rt,4,"Bryce - (Houston, TX) - The Lofts at 3402",1xoi
4810.0020,4810.0020 - Resident Water Chargeback,rw,4,"Bryce - (Houston, TX) - The Lofts at 3402",1xoi
4810.0022,4810.0022 - Tranfer Fees,oi,4,"Bryce - (Houston, TX) - The Lofts at 3402",
4810.0023,4810.0023 - Utility Billing Fee,oi,2,"Bryce - (Houston, TX) - Fairfield Cove",
4810.0025,4810.0025 - Utility Set-Up Charge,oi,4,"Bryce - (Houston, TX) - The Lofts at 3402",
4810.0027,4810.0027 - Washer and Dryer Rental,oi,2,"Bryce - (Houston, TX) - Fairfield Cove",
4810.0032,4810.0032 - Interest Income,oi,4,"Bryce - (Houston, TX) - The Lofts at 3402",
4810.0036,4810.0036 - Risk Fee,oi,4,"Bryce - (Houston, TX) - The Lofts at 3402",
4810.0037,4810.0037 - Termination Fee,oi,2,"Bryce - (Houston, TX) - The Lofts at 3402",
4810.0038,4810.0038 - Notice Fee,oi,4,"Bryce - (Houston, TX) - The Lofts at 3402",
4810.0040,4810.0040 - Einsurance Income,oi,2,"Bryce - (Houston, TX) - The Lofts at 3402",
4810.0040,4810.0040 - Elnsurance Income,oi,2,"Bryce - (Houston, TX) - Fairfield Cove",
4810.0044,4810.0044 - Facilities Charge,oi,2,"Bryce - (Houston, TX) - Fairfield Cove",
